SampleName,Phylogroup,Subphylogroup,Lineage,NewTreeTipLabel,type,subtype,GeneCount,GeneNames
1AA4K_Z03_74_23YCC_F674,A,A.3,acera78,Family 1 - Child 1 - Lineage 78 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4K_Z03_74_23YCC_F674,A,A.3,acera78,Family 1 - Child 1 - Lineage 78 - TP4,PsyrTA,PsyrTA,1,PsyrTA__PsyrA
1AA4K_Z03_74_23YCC_F674,A,A.3,acera78,Family 1 - Child 1 - Lineage 78 - TP4,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
1AA4K_Z03_75_23YCC_F775,A,A.3,acera78,Family 1 - Child 1 - Lineage 78 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4K_Z03_75_23YCC_F775,A,A.3,acera78,Family 1 - Child 1 - Lineage 78 - TP4,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
1AA4K_Z04_13_16YA_D113,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4K_Z04_14_16YA_D214,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4K_Z04_15_16YA_D315,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4K_Z04_19_16YA_D719,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4K_Z04_30_16YA_E630,C,C.1,acera51,Family 1 - Child 1 - Lineage 51 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4K_Z04_31_16YA_E731,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4K_Z04_32_16YA_E832,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4N_Z03_34_23YCC_E1034,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,AbiQ,AbiQ,1,AbiQ__AbiQ
1AA4N_Z03_34_23YCC_E1034,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4N_Z04_4_16YA_C54,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4N_Z04_6_16YA_C86,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4N_Z04_7_16YA_C97,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1AA4N_Z04_9_16YA_C119,C,C.1,acera80,Family 1 - Child 1 - Lineage 80 - TP4,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1C_X0682,A,A.3,acera43,Family 1 - Adult 1 - Lineage 43 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1C_X0682,A,A.3,acera43,Family 1 - Adult 1 - Lineage 43 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
1PA1C_X0683,A,A.3,acera43,Family 1 - Adult 1 - Lineage 43 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1C_X0683,A,A.3,acera43,Family 1 - Adult 1 - Lineage 43 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
1PA1C_X0684,A,A.3,acera43,Family 1 - Adult 1 - Lineage 43 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1C_X0684,A,A.3,acera43,Family 1 - Adult 1 - Lineage 43 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
1PA1C_X0685,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1C_X0685,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1C_X0685,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1C_X0685,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1C_X0690,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1C_X0690,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1C_X0690,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
1PA1C_X0690,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1C_X0691,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1C_X0691,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1C_X0691,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1C_X0691,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0366,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0366,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0366,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
1PA1F_X0366,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0367,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0367,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0367,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0367,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0368,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0368,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0368,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
1PA1F_X0368,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0369,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0369,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0369,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0369,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0370,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0370,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0370,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0370,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0371,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0371,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0371,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
1PA1F_X0371,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0372,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0372,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0372,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0372,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0373,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0373,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0373,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0373,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0375,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0375,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0375,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0375,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0376,F,F.3,acera58,Family 1 - Adult 1 - Lineage 58 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0376,F,F.3,acera58,Family 1 - Adult 1 - Lineage 58 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
1PA1F_X0377,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0377,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0377,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
1PA1F_X0377,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0378,NA,NA,NA,NA,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0378,NA,NA,NA,NA,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0378,NA,NA,NA,NA,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
1PA1F_X0378,NA,NA,NA,NA,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0379,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0379,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0379,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0379,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0380,NA,NA,NA,NA,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0380,NA,NA,NA,NA,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0380,NA,NA,NA,NA,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
1PA1F_X0380,NA,NA,NA,NA,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0382,NA,NA,NA,NA,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0382,NA,NA,NA,NA,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0382,NA,NA,NA,NA,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
1PA1F_X0382,NA,NA,NA,NA,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0383,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0383,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0383,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
1PA1F_X0383,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0384,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0384,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0384,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0384,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0385,F,F.3,acera58,Family 1 - Adult 1 - Lineage 58 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0385,F,F.3,acera58,Family 1 - Adult 1 - Lineage 58 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
1PA1F_X0386,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0386,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0386,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
1PA1F_X0386,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0388,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0388,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0388,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
1PA1F_X0388,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0389,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0389,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0389,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0389,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0390,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0390,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0390,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
1PA1F_X0390,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0391,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0391,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0391,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0391,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0393,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0393,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0393,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0393,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1F_X0394,F,F.3,acera58,Family 1 - Adult 1 - Lineage 58 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0394,F,F.3,acera58,Family 1 - Adult 1 - Lineage 58 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
1PA1F_X0395,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1F_X0395,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1F_X0395,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
1PA1F_X0395,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1K_X0266,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1K_X0266,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1K_X0266,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
1PA1K_X0266,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1K_X0268,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1K_X0268,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1K_X0268,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
1PA1K_X0268,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1K_X0269,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1K_X0269,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1K_X0269,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
1PA1K_X0269,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1K_X0270,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1K_X0270,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
1PA1K_X0270,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
1PA1K_X0270,D,D.1,acera8,Family 1 - Adult 1 - Lineage 8 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
1PA1K_X0272,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,AbiD,AbiD,1,AbiD__AbiD
1PA1K_X0272,D,D.1,acera48,Family 1 - Adult 1 - Lineage 48 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
