SampleName,type,subtype,protein
8AB3F_24YA12,RM,RM_Type_III,RM_Type_III__Type_III_REases
8AB3F_24YA12,Gabija,Gabija,Gabija__GajB_2
8AB3F_24YA12,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
8AB3F_24YA12,Cas,CAS_Class1-Subtype-I-E,Cas__cas2_I-E_1
8AB1F_25YH11,RM,RM_Type_III,RM_Type_III__Type_III_REases
8AC1C_X0425,AbiD,AbiD,AbiD__AbiD
8AB3F_24YA4,RM,RM_Type_III,RM_Type_III__Type_III_REases
8AB1F_25YH11,Gabija,Gabija,Gabija__GajB_2
8AB3F_24YA4,Gabija,Gabija,Gabija__GajB_2
8AB3F_24YA10,Gabija,Gabija,Gabija__GajB_2
8AB3F_24YA12,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuC_acc_hypothetical
8AB3F_24YA5,Gabija,Gabija,Gabija__GajB_2
8AB3F_24YA10,RM,RM_Type_III,RM_Type_III__Type_III_REases
8AB3F_24YA3,Gabija,Gabija,Gabija__GajB_2
8AB3F_24YA24,Gabija,Gabija,Gabija__GajB_2
8AB3F_24YA3,RM,RM_Type_III,RM_Type_III__Type_III_REases
8PA3N_25YE26,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuC_acc_hypothetical
8AB3F_24YA5,RM,RM_Type_III,RM_Type_III__Type_III_REases
8AB3F_24YA4,AbiD,AbiD,AbiD__AbiD
8AB3F_24YA4,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuC_acc_hypothetical
8PA3N_25YE26,Gabija,Gabija,Gabija__GajA
8AB3F_24YA10,AbiD,AbiD,AbiD__AbiD
8AB3F_24YA4,Cas,CAS_Class1-Subtype-I-E,Cas__cas2_I-E_1
8AB3F_24YA12,AbiD,AbiD,AbiD__AbiD
8AB1F_25YH11,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuC_acc_hypothetical
8AB3F_24YA3,Gabija,Gabija,Gabija__GajA
8AB1F_25YH11,Cas,CAS_Class1-Subtype-I-E,Cas__cas2_I-E_1
8AB3F_24YA5,Gabija,Gabija,Gabija__GajA
8AB3F_24YA10,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
8AC1C_X0425,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuC_acc_hypothetical
8AB3F_24YA10,Gabija,Gabija,Gabija__GajA
8AB3F_24YA4,Gabija,Gabija,Gabija__GajA
8AB1F_25YH11,Gabija,Gabija,Gabija__GajA
8AB3F_24YA24,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuC_acc_hypothetical
8AB3F_24YA24,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
8PA3N_25YE26,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
8AB3F_24YA3,AbiD,AbiD,AbiD__AbiD
8AB3F_24YA4,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
8AB1F_25YH11,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
8AB3F_24YA5,AbiD,AbiD,AbiD__AbiD
8PA3N_25YE26,Gabija,Gabija,Gabija__GajB_2
8AC1C_X0425,Cas,CAS_Class1-Subtype-I-E,Cas__cas2_I-E_1
8AB1F_25YH11,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
8AC1C_X0425,RM,RM_Type_III,RM_Type_III__Type_III_MTases
8AC1C_X0425,Gabija,Gabija,Gabija__GajA
8AC1C_X0425,Gabija,Gabija,Gabija__GajB_2
8AC1C_X0425,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2N_S1C86,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2F_X0862,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1N_X1153,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN91,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0233,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0228,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA4N_24YD25,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1C_X0641,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN88,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1C_X0650,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0227,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1121,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1059,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN26,RM,RM_Type_III,RM_Type_III__Type_III_REases
4AA1K_X1395,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C03,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AB1K_X0307,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1F_X1144,RM,RM_Type_III,RM_Type_III__Type_III_REases
8AC1C_25YC7,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1102,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1N_S1B47,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1C_X0610,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3N_24YB27,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3K_24YB51,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA4C_24YD78,RM,RM_Type_III,RM_Type_III__Type_III_REases
3AB2N_X0749,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1065,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0805,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1015,RM,RM_Type_III,RM_Type_III__Type_III_REases
7PB4K_16YC58,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1F_S1A17,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1C_X0604,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1071,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2C_X0795,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1N_PN42,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN17,RM,RM_Type_III,RM_Type_III__Type_III_REases
4AA1K_X1531,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN77,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2C_X0932,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN04,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1058,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA4N_24YD40,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1012,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1F_X1138,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1K_S1C53,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C22,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1C_X0618,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0978,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2F_X0865,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0981,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2F_X0851,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0974,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3C_24YB88,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2N_X0938,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B63,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0822,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1N_PN49,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1N_X1162,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB3F_23YAC1,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0816,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2C_X0957,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN27,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3K_24YB49,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2C_X0773,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3C_24YB73,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B64,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0516,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN94,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN14,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2C_S1A86,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0517,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2N_X0944,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2N_X0966,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1016,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2C_X0930,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1N_PN38,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C01,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C23,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA4N_24YD28,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB3F_23YAC4,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0979,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN02,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1C_S1D02,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0990,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1N_S1B28,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1K_S1C54,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1124,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0983,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3C_24YB74,RM,RM_Type_III,RM_Type_III__Type_III_REases
4AA1K_X1546,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1N_PN47,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1N_PN61,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0526,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1072,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2N_S1D60,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B58,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1018,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1C_X0634,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN83,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0809,RM,RM_Type_III,RM_Type_III__Type_III_REases
5AA1F_X1126,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2K_S1A64,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN30,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1104,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2C_S1A84,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1F_S1A10,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1061,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA4N_24YD29,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN75,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3K_24YB57,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3K_24YB71,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA3N_Z05_27_16YB_D327,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1C_X0646,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1106,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2N_S1C78,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1052,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1K_S1C69,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0807,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1N_S1B31,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2C_X0933,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN22,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C05,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0802,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1N_S1B43,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1F_X1131,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2C_X0783,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B70,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1F_X1142,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1K_S1C59,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1117,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1N_X1171,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1N_X1172,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2K_S1A58,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA3C_Z05_46_16YB_E746,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1C_X0608,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3C_24YB79,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1F_X0336,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1F_X0380,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2C_X0951,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1116,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2F_X0738,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA3N_Z01_44_23YDC_D844,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA3N_9YD37,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1008,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0801,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1069,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B68,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1019,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3K_24YB62,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1C_S1D12,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2F_X0849,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA3K_9YD57,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN03,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1C_X0637,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1N_S1B34,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2N_X0970,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1002,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1118,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0522,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1011,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA3C_Z05_25_16YB_F1125,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2F_X0872,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1F_S1A13,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2C_X0780,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB3N_23YAC11,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0817,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2C_X0926,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN16,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2K_S1A70,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0803,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1C_X0649,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1N_S1B38,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1070,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0527,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0804,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C24,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B50,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2N_X0948,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C04,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1K_X1247,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN80,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1055,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C11,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1C_X0645,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2F_X0853,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1F_AF10,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1063,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA3N_9YD27,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0823,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B49,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN93,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1F_X1140,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1F_X0342,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN73,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2C_X0782,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2N_S1C85,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA4C_24YD64,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA3C_Z05_48_16YB_E948,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1020,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2C_S1B85,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1F_X1127,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB3C_23YAC15,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2N_X0963,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2N_X0940,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B52,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN71,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA3C_Z05_45_16YB_E545,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1F_X1128,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN74,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1K_S1C50,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1110,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0225,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN18,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN24,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1108,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1024,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1057,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB3F_23YAC6,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0230,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1C_X0660,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN87,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B65,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2F_X0856,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN29,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1C_X0642,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2C_X0786,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2C_X0779,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1N_S1B46,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1K_X0278,RM,RM_Type_III,RM_Type_III__Type_III_REases
8PA3N_25YE45,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN72,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1066,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1017,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1N_PN63,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB3N_23YAC8,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA4C_24YD63,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3N_24YB35,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1K_X0288,RM,RM_Type_III,RM_Type_III__Type_III_REases
7PA3N_X1738,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3K_24YB61,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN21,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2K_S1A67,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0995,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1F_X1148,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2F_X0727,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1021,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA3F_Z05_13_16YB_C113,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1N_X1164,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1119,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA3C_Z05_54_16YB_G1054,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3F_24YB13,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1F_S1A18,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN08,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C10,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN79,RM,RM_Type_III,RM_Type_III__Type_III_REases
3AA2F_X0713,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B60,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0815,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN23,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3K_24YB50,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2F_S1B54,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA3C_23YAC92,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN13,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AB1K_X0310,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1003,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0989,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2N_X0947,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0994,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1F_X0378,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN70,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1C_S1D01,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC1K_S1B11,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0232,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA2K_X0819,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB2N_S1C76,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0993,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1N_X1155,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2N_X0985,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2C_X0787,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0523,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1F_X1134,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA3C_Z05_47_16YB_E847,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PA1K_X1244,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1023,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB3F_23YAC2,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PB3C_23YAC19,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN95,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA4N_24YD26,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1113,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1K_X0272,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0513,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA4N_24YD41,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1K_X0268,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1N_PN89,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1N_PN37,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1068,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0521,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1062,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1103,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2C_X1120,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2K_S1A68,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1111,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PB1K_S1C64,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2F_X0864,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1C_X0614,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1004,RM,RM_Type_III,RM_Type_III__Type_III_REases
4AA1N_X1638,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2K_X1013,RM,RM_Type_III,RM_Type_III__Type_III_REases
2AA1N_X0226,RM,RM_Type_III,RM_Type_III__Type_III_REases
5PB3C_24YB90,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN10,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2N_X0964,RM,RM_Type_III,RM_Type_III__Type_III_REases
2PA1K_X0238,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C19,RM,RM_Type_III,RM_Type_III__Type_III_REases
6PA1N_PN11,RM,RM_Type_III,RM_Type_III__Type_III_REases
1PA1F_X0382,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2K_S1A63,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2N_X0946,RM,RM_Type_III,RM_Type_III__Type_III_REases
0CC2F_S1C18,RM,RM_Type_III,RM_Type_III__Type_III_REases
4PA2F_X1109,RM,RM_Type_III,RM_Type_III__Type_III_REases
3PA2F_X0871,RM,RM_Type_III,RM_Type_III__Type_III_REases
